transmission,model,Year of Manufacture,City,Fuel Type,bt,Ownership,Kms Driven,Engine Type
Manual,Hyundai Xcent,2014.0,Chennai,Diesel,Sedan,First Owner,61331.0,U2 CRDI Diesel  Engine
Manual,Honda Amaze,2014.0,Chennai,Diesel,Sedan,First Owner,51438.0,i-DTEC Diesel Engine
Manual,Hyundai Santro,2019.0,Chennai,Petrol,Hatchback,First Owner,67988.0,1.1 litre Petrol Engine
Automatic,Honda Jazz,2019.0,Chennai,Petrol,Hatchback,Second Owner,36032.0,i-VTEC Petrol Engine
Manual,Honda City,2015.0,Chennai,Petrol,Sedan,First Owner,114883.0,i-VTEC
Manual,Maruti Swift Dzire,2016.0,Chennai,Petrol,Sedan,First Owner,88584.0,
Manual,Maruti Ritz,2012.0,Chennai,Diesel,Hatchback,Second Owner,97419.0,DDiS Diesel Engine
Automatic,BMW X3,2019.0,Chennai,Petrol,SUV,First Owner,70000.0,TwinPower Turbo 4-cylinder engine
Manual,Ford Ecosport,2015.0,Chennai,Diesel,SUV,Second Owner,106498.0,TDCi Diesel Engine
Automatic,BMW X3,2019.0,Chennai,Petrol,SUV,First Owner,70000.0,TwinPower Turbo 4-cylinder engine
Manual,Maruti Swift,2016.0,Chennai,Diesel,Hatchback,Second Owner,68177.0,DDiS Diesel Engine
Manual,Skoda Slavia,2022.0,Chennai,Petrol,Sedan,First Owner,27524.0,1.5 L TSI Petrol
Manual,Maruti SX4 S Cross,2017.0,Chennai,Diesel,SUV,First Owner,75471.0,DDiS 200 Diesel Engine
Manual,Honda Amaze,2021.0,Chennai,Petrol,Sedan,First Owner,8000.0,i-VTEC
Automatic,Kia Carens,2022.0,Chennai,Petrol,MUV,First Owner,13200.0,Smartstream G1.5 T-GDi
Manual,Hyundai Creta,2021.0,Chennai,Petrol,SUV,First Owner,20000.0,1.5 L MPi Petrol
Automatic,Citroen C5 Aircross,2022.0,Chennai,Diesel,SUV,First Owner,20000.0,DW10FC
Manual,Maruti Alto K10,2017.0,Chennai,Petrol,Hatchback,First Owner,60730.0,K Series Petrol Engine
Manual,Maruti Swift Dzire,2016.0,Chennai,Petrol,Sedan,Second Owner,44494.0,K Series VVT Engine
Manual,Maruti Ertiga,2017.0,Chennai,Petrol,MUV,First Owner,20000.0,K14B Petrol Engine
Automatic,Tata Nexon,2019.0,Chennai,Diesel,SUV,First Owner,45673.0,"Revotorq, 1.5L Turbocharged engine"
Manual,Toyota Fortuner,2020.0,Chennai,Diesel,SUV,First Owner,26000.0,1-GD FTV Engine
Manual,Hyundai Verna,2017.0,Chennai,Petrol,Sedan,First Owner,51878.0,VTVT Petrol Engine
Automatic,Nissan Micra,2017.0,Chennai,Petrol,Hatchback,First Owner,56747.0,In Line Petrol Engine
Manual,Maruti Swift,2018.0,Chennai,Petrol,Hatchback,First Owner,38000.0,K Series VVT Engine
Manual,Hyundai i20,2016.0,Chennai,Petrol,Hatchback,Second Owner,76457.0,Kappa VTVT Petrol Engine
Manual,Honda Jazz,2017.0,Chennai,Petrol,Hatchback,Second Owner,78880.0,i-VTEC Petrol Engine
Manual,Maruti Swift Dzire,2015.0,Chennai,Petrol,Sedan,First Owner,19593.0,K Series VVT Engine
Manual,Hyundai i20,2016.0,Chennai,Petrol,Hatchback,First Owner,84429.0,Kappa VTVT Petrol Engine
Manual,Hyundai i20,2021.0,Chennai,Diesel,Hatchback,First Owner,27599.0,1.5 l U2 diesel
Manual,Renault Triber,2020.0,Chennai,Petrol,MUV,First Owner,76898.0,
Manual,Volkswagen Polo,2013.0,Chennai,Petrol,Hatchback,Second Owner,119070.0,In-Line Engine
Manual,Tata Indica,2004.0,Chennai,Diesel,Hatchback,Second Owner,120000.0,
Manual,Maruti Swift Dzire,2017.0,Chennai,Petrol,Sedan,First Owner,32199.0,K Series VVT Engine
Manual,Tata Tiago,2016.0,Chennai,Petrol,Hatchback,First Owner,85607.0,Revotron Engine
Manual,Maruti Baleno,2019.0,Chennai,Petrol,Hatchback,First Owner,30000.0,VVT Petrol Engine
Manual,Mahindra TUV 300,2017.0,Chennai,Diesel,SUV,First Owner,80000.0,mHawk 100 Diesel Engine
Manual,Mahindra Scorpio,2019.0,Chennai,Diesel,SUV,First Owner,1200000.0,mHawk Diesel Engine
Automatic,Honda Jazz,2016.0,Chennai,Petrol,Hatchback,First Owner,45429.0,i-VTEC Petrol Engine
Manual,Renault KWID,2019.0,Chennai,Petrol,Hatchback,First Owner,9000.0,0.8 SCe
Manual,Maruti Alto 800,2019.0,Chennai,Petrol,Hatchback,First Owner,31000.0,F8D Petrol Engine
Manual,Volkswagen Polo,2013.0,Chennai,Diesel,Hatchback,First Owner,81488.0,TDI Diesel Engine
Manual,Volkswagen Polo,2019.0,Chennai,Petrol,Hatchback,First Owner,94439.0,MPI Petrol Engine
Manual,Maruti Swift,2013.0,Chennai,Petrol,Hatchback,Third Owner,98481.0,K Series Dual jet
Manual,Maruti Baleno,2018.0,Chennai,Petrol,Hatchback,First Owner,20000.0,VVT Petrol Engine
Automatic,Volkswagen Vento,2016.0,Chennai,Diesel,Sedan,Second Owner,100894.0,TDI Diesel Engine
Manual,Maruti Swift,2016.0,Chennai,Diesel,Hatchback,First Owner,86215.0,DDiS Diesel Engine
Manual,Ford Fiesta,2006.0,Chennai,Diesel,Sedan,Second Owner,120000.0,
Manual,Volkswagen Polo,2017.0,Chennai,Petrol,Hatchback,Second Owner,98115.0,MPI Petrol Engine
Manual,Maruti Swift Dzire,2019.0,Chennai,Petrol,Sedan,First Owner,47125.0,In-Line Engine
Manual,Maruti Wagon R,2022.0,Chennai,Petrol,Hatchback,First Owner,4453.0,K12N
Manual,Tata Punch,2022.0,Chennai,Petrol,SUV,First Owner,9991.0,1.2 l Revotron Engine
Manual,Maruti Wagon R,2021.0,Chennai,Petrol,Hatchback,First Owner,4564.0,K Series Petrol Engine
Manual,Ford Figo,2012.0,Chennai,Diesel,Hatchback,First Owner,108713.0,Diesel Engine
Manual,Honda City,2021.0,Chennai,Petrol,Sedan,First Owner,13000.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Honda WR-V,2017.0,Chennai,Petrol,SUV,Second Owner,55450.0,i-VTEC Petrol Engine
Manual,Hyundai Creta,2016.0,Chennai,Petrol,SUV,First Owner,49000.0,VTVT Petrol Engine
Manual,Hyundai Xcent,2015.0,Chennai,Petrol,Sedan,First Owner,86694.0,1.2L Kappa Dual VTVT Petrol
Manual,Maruti Swift Dzire,2013.0,Chennai,Diesel,Sedan,Second Owner,150000.0,DDiS Diesel Engine
Manual,Honda City,2019.0,Chennai,Petrol,Sedan,,25284.0,i-VTEC
Manual,Toyota Glanza,2021.0,Chennai,Petrol,Hatchback,First Owner,30000.0,Petrol Engine
Automatic,BMW 3 Series,2015.0,Chennai,Diesel,Sedan,Second Owner,109000.0,Diesel Engine
Manual,Kia Carens,2022.0,Chennai,Petrol,MUV,First Owner,4605.0,Smartstream G1.4 T-GDi
Manual,Kia Sonet,2020.0,Chennai,Petrol,SUV,First Owner,49218.0,Smartstream G1.0 T - GDi
Manual,Honda City,2021.0,Chennai,Petrol,Sedan,First Owner,45568.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Tata Punch,2022.0,Chennai,Petrol,SUV,First Owner,36035.0,1.2 l Revotron Engine
Manual,Mahindra XUV300,2020.0,Chennai,Diesel,SUV,First Owner,45242.0,1.5L Turbo Diesel with CRDi
Automatic,Land Rover Discovery Sport,2018.0,Chennai,Diesel,SUV,Second Owner,38000.0,SD4 Diesel Engine
Automatic,Tata Tiago,2019.0,Chennai,Petrol,Hatchback,First Owner,52979.0,Revotron Engine
Manual,Honda Amaze,2015.0,Chennai,Diesel,Sedan,Second Owner,67130.0,i-DTEC Diesel Engine
Manual,Honda BR-V,2018.0,Chennai,Petrol,SUV,First Owner,19595.0,i-VTEC Petrol Engine
Manual,Mahindra Scorpio N,2022.0,Chennai,Diesel,SUV,First Owner,23183.0,mHawk
Automatic,BMW 3 Series Gran Limousine,2022.0,Chennai,Diesel,Sedan,First Owner,15000.0,2.0L Turbo Diesel
Manual,Maruti Celerio,2014.0,Chennai,Petrol,Hatchback,First Owner,67558.0,K10B Engine
Manual,Hyundai Alcazar,2021.0,Chennai,Petrol,SUV,First Owner,40000.0,2.0 l petrol MPi engine
Manual,Volkswagen Polo,2014.0,Chennai,Petrol,Hatchback,First Owner,55664.0,MPI Petrol Engine
Manual,Volkswagen Polo,2014.0,Chennai,Petrol,Hatchback,First Owner,55664.0,MPI Petrol Engine
Manual,Hyundai i20,2013.0,Chennai,Diesel,Hatchback,First Owner,109324.0,Diesel
Automatic,Skoda Kodiaq,2018.0,Chennai,Diesel,SUV,First Owner,118008.0,2.0-litre TDI Diesel Engine
Manual,Renault Duster,2016.0,Chennai,Diesel,SUV,First Owner,72000.0,dCi THP Diesel Engine
Manual,Maruti Swift,2013.0,Chennai,Diesel,Hatchback,First Owner,86630.0,DDiS Diesel Engine
Manual,Maruti Wagon R,2014.0,Chennai,Petrol,Hatchback,First Owner,82476.0,K10B Petrol Engine
Automatic,Hyundai Grand i10 Nios,2019.0,Chennai,Petrol,Hatchback,Second Owner,27749.0,1.2 Kappa petrol
Automatic,Hyundai Venue,2020.0,Chennai,Petrol,SUV,First Owner,21609.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Honda City,2019.0,Chennai,Petrol,Sedan,First Owner,89609.0,In-Line Engine
Manual,Ford Freestyle,2019.0,Chennai,Diesel,Hatchback,Second Owner,83556.0,1.5 litre Diesel Engine
Manual,Tata Punch,2022.0,Chennai,Petrol,SUV,First Owner,31513.0,1.2 l Revotron Engine
Manual,Honda City,2016.0,Chennai,Petrol,Sedan,First Owner,45939.0,i-VTEC
Manual,Tata Tiago,2020.0,Chennai,Petrol,Hatchback,First Owner,40531.0,1.2 L Revotron
Manual,Mahindra Bolero,2009.0,Chennai,Diesel,MUV,Third Owner,120000.0,In-Line Engine
Automatic,Maruti Vitara Brezza,2020.0,Chennai,Petrol,SUV,First Owner,17663.0,K15B ISG Petrol Engine
Manual,Hyundai Grand i10,2013.0,Chennai,Petrol,Hatchback,Third Owner,77706.0,Kappa VTVT Petrol Engine
Automatic,Audi Q7,2016.0,Chennai,Diesel,SUV,First Owner,49000.0,V-Type Diesel Engine
Automatic,Volvo XC 90,2019.0,Chennai,Diesel,SUV,First Owner,60000.0,Twin Turbo Diesel Engine
Automatic,BMW 3 Series,2018.0,Chennai,Diesel,Sedan,First Owner,35000.0,TwinPower Turbo 4 Cylinder Engine
Automatic,Jaguar F-Pace,2018.0,Chennai,Diesel,SUV,First Owner,54000.0,Diesel Engine
Manual,Honda New Accord,2010.0,Chennai,Petrol,Sedan,First Owner,110000.0,DOHC i-VTEC
Automatic,Audi Q7,2013.0,Chennai,Diesel,SUV,Second Owner,135000.0,V-Type Diesel Engine
Automatic,Audi A4,2012.0,Chennai,Diesel,Sedan,First Owner,80000.0,TDI Diesel Engine
Manual,Maruti SX4 S Cross,2018.0,Chennai,Diesel,SUV,First Owner,72020.0,DDiS 200 Diesel Engine
Manual,Toyota Innova Crysta,2017.0,Chennai,Diesel,MUV,First Owner,98000.0,2-GD FTV Engine
Manual,Maruti Alto,2007.0,Chennai,Petrol,Hatchback,,36385.0,In-Line Engine
Manual,Hyundai Alcazar,2022.0,Chennai,Diesel,SUV,First Owner,4259.0,1.5 l diesel CRDi engine
Automatic,Tata Harrier,2021.0,Chennai,Diesel,SUV,First Owner,12925.0,Kryotec 2.0 L Turbocharged Engine
Automatic,Volkswagen Taigun,2022.0,Chennai,Petrol,SUV,First Owner,27000.0,1.5L TSI EVO with ACT
Manual,Tata Nexon,2019.0,Chennai,Petrol,SUV,Second Owner,27425.0,Revotron 1.2L Turbocharged engine
Automatic,Maruti Celerio,2021.0,Chennai,Petrol,Hatchback,First Owner,13126.0,K10C
Manual,Maruti Ertiga,2018.0,Chennai,Petrol,MUV,First Owner,57000.0,K15 Smart Hybrid
Automatic,Maruti Baleno,2020.0,Chennai,Petrol,Hatchback,Second Owner,24500.0,VVT Petrol Engine
Manual,Maruti Swift Dzire,2020.0,Chennai,Petrol,Sedan,First Owner,40000.0,
Manual,Renault Triber,2021.0,Chennai,Petrol,MUV,First Owner,27216.0,
Manual,Tata Tiago,2021.0,Chennai,Petrol,Hatchback,First Owner,12060.0,1.2 L Revotron
Manual,Maruti Swift Dzire,2009.0,Chennai,Diesel,Sedan,First Owner,150000.0,In-Line Engine
Manual,Hyundai EON,2012.0,Chennai,Petrol,Hatchback,Second Owner,46931.0,Petrol Engine
Manual,Volkswagen Polo,2014.0,Chennai,Petrol,Hatchback,First Owner,60000.0,In-Line Petrol Engine
Manual,Kia Seltos,2020.0,Chennai,Petrol,SUV,First Owner,45787.0,Smartstream G1.4
Manual,Tata Indigo,2009.0,Chennai,Petrol,Sedan,Second Owner,80000.0,In-Line Engine
Manual,Honda Amaze,2014.0,Chennai,Diesel,Sedan,First Owner,44000.0,i-DTEC Diesel Engine
Automatic,Honda Amaze,2020.0,Chennai,Petrol,Sedan,First Owner,4786.0,i-VTEC Petrol Engine
Manual,Hyundai i20,2018.0,Chennai,Petrol,Hatchback,First Owner,39024.0,Kappa VTVT Petrol Engine
Automatic,BMW 3 Series Gran Limousine,2022.0,Chennai,Petrol,Sedan,First Owner,6000.0,2.0L Turbo Petrol
Manual,Tata Nano,2014.0,Chennai,Petrol,Hatchback,First Owner,40000.0,Petrol Engine 
Manual,Hyundai Creta,2018.0,Chennai,Petrol,SUV,First Owner,114386.0,VTVT Petrol Engine
Manual,Renault Triber,2022.0,Chennai,Petrol,MUV,First Owner,27369.0,
Manual,Toyota Innova Crysta,2019.0,Chennai,Diesel,MUV,First Owner,58000.0,2-GD FTV Engine
Manual,Hyundai Grand i10,2019.0,Chennai,Petrol,Hatchback,Second Owner,16561.0,Kappa VTVT Petrol Engine
Manual,Renault KWID,2021.0,Chennai,Petrol,Hatchback,First Owner,23328.0,Petrol Engine
Manual,Maruti S-Presso,2020.0,Chennai,Petrol,Hatchback,First Owner,16473.0,K10C
Manual,Honda Brio,2017.0,Chennai,Petrol,Hatchback,Second Owner,46375.0,i-VTEC Engine
Manual,Maruti S-Presso,2020.0,Chennai,Petrol,Hatchback,First Owner,16473.0,K10C
Automatic,Maruti Baleno,2017.0,Chennai,Petrol,Hatchback,First Owner,91799.0,VVT Petrol Engine
Manual,Hyundai i20,2016.0,Chennai,Petrol,Hatchback,Third Owner,38919.0,Kappa VTVT Petrol Engine
Manual,Maruti Wagon R,2016.0,Chennai,Petrol,Hatchback,First Owner,70235.0,K Series Petrol Engine
Automatic,Honda Amaze,2020.0,Chennai,Petrol,Sedan,First Owner,3989.0,i-VTEC Petrol Engine
Manual,Honda Amaze,2015.0,Chennai,Diesel,Sedan,First Owner,91773.0,i-DTEC Diesel Engine
Manual,Maruti Alto 800,2019.0,Chennai,Petrol,Hatchback,Second Owner,60000.0,F8D Petrol Engine
Manual,Honda Amaze,2018.0,Chennai,Petrol,Sedan,First Owner,28906.0,i-VTEC Petrol Engine
Manual,Maruti Celerio,2016.0,Chennai,Diesel,Hatchback,First Owner,150000.0,DDiS Diesel Engine
Manual,Hyundai i20,2009.0,Chennai,Petrol,Hatchback,Third Owner,70000.0,In-Line Engine
Manual,Mahindra XUV500,2017.0,Chennai,Diesel,SUV,First Owner,70000.0,mHawk Diesel Engine
Manual,Maruti Alto 800,2014.0,Chennai,Petrol,Hatchback,First Owner,43428.0,F8D Petrol Engine
Manual,Chevrolet Beat,2013.0,Chennai,Diesel,Hatchback,First Owner,67000.0,Smartech Engine
Automatic,Maruti Baleno,2017.0,Chennai,Petrol,Hatchback,First Owner,70528.0,VVT Petrol Engine
Manual,Hyundai i20,2016.0,Chennai,Petrol,Hatchback,First Owner,35413.0,Kappa VTVT Petrol Engine
Manual,Maruti Alto 800,2018.0,Chennai,Petrol,Hatchback,Second Owner,40000.0,F8D Petrol Engine
Automatic,Honda Jazz,2017.0,Chennai,Petrol,Hatchback,First Owner,66285.0,i-VTEC Petrol Engine
Automatic,Kia Seltos,2019.0,Chennai,Petrol,SUV,First Owner,83129.0,Smartstream G1.4
Manual,Honda City,2016.0,Chennai,Petrol,Sedan,First Owner,87055.0,i-VTEC
Manual,Hyundai Grand i10,2019.0,Chennai,Petrol,Hatchback,Second Owner,37218.0,Kappa VTVT Petrol Engine
Manual,Hyundai Venue,2019.0,Chennai,Petrol,SUV,First Owner,60000.0,
Manual,Hyundai i20,2019.0,Chennai,Petrol,Hatchback,First Owner,33640.0,Kappa VTVT Petrol Engine
Manual,Ford Freestyle,2020.0,Chennai,Petrol,Hatchback,First Owner,23608.0,1.2 litre Petrol Engine
Manual,Hyundai i20,2013.0,Chennai,Petrol,Hatchback,First Owner,22353.0,Kappa VTVT Petrol Engine
Automatic,Skoda Rapid,2017.0,Chennai,Diesel,Sedan,First Owner,120000.0,Diesel Engine
Manual,Honda City,2018.0,Chennai,Petrol,Sedan,First Owner,54241.0,i VTEC Engine
Manual,Maruti Wagon R,2012.0,Chennai,Petrol,Hatchback,First Owner,86173.0,K10B Petrol Engine
Manual,Hyundai i10,2011.0,Chennai,Petrol,Hatchback,First Owner,91143.0,Kappa Petrol Engine
Manual,Mahindra TUV 300,2016.0,Chennai,Diesel,SUV,First Owner,36000.0,mHawk 100 Diesel Engine
Manual,Honda City,2015.0,Chennai,Petrol,Sedan,First Owner,108818.0,i VTEC Engine
Manual,Volkswagen Polo,2011.0,Chennai,Diesel,Hatchback,Second Owner,120000.0,In-Line Diesel Engine
Automatic,Mercedes-Benz C-Class,2008.0,Chennai,Diesel,Sedan,Second Owner,107000.0,CDI Blue Efficiency Engin
Manual,Honda City,2014.0,Chennai,Petrol,Sedan,First Owner,90530.0,In-Line Engine
Manual,Hyundai i20,2016.0,Chennai,Petrol,Hatchback,First Owner,77957.0,Kappa VTVT Petrol Engine
Manual,Hyundai Creta,2017.0,Chennai,Petrol,SUV,Second Owner,81394.0,VTVT Petrol Engine
Manual,Maruti Ciaz,2017.0,Chennai,Petrol,Sedan,First Owner,64341.0,k14B VVT Engine
Manual,Hyundai Grand i10,2017.0,Chennai,Petrol,Hatchback,First Owner,33407.0,Kappa VTVT Petrol Engine
Manual,Datsun RediGO,2021.0,Chennai,Petrol,Hatchback,First Owner,14811.0,0.8L Petrol Engine
Manual,Skoda Rapid,2017.0,Chennai,Petrol,Sedan,First Owner,37000.0,Petrol Engine
Manual,Jeep Compass,2017.0,Chennai,Diesel,SUV,Second Owner,49326.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Honda New Accord,2009.0,Chennai,Petrol,Sedan,Third Owner,120000.0,In-Line Engine
Automatic,Tata Tiago NRG,2022.0,Chennai,Petrol,Hatchback,First Owner,4939.0,Revotron 1.2 l
Automatic,Ford Ecosport,2014.0,Chennai,Petrol,SUV,First Owner,82620.0,Ti-VCT Petrol Engine
Manual,Skoda Superb,2009.0,Chennai,Petrol,Sedan,Second Owner,60000.0,Turbo Charged Petrol Engi
Manual,Volkswagen Polo,2015.0,Chennai,Diesel,Hatchback,First Owner,86857.0,TDI Diesel Engine
Automatic,Mercedes-Benz C-Class,2010.0,Chennai,Diesel,Sedan,Third Owner,70000.0,CDI Blue Efficiency Engin
Automatic,Audi Q7,2012.0,Chennai,Diesel,SUV,Second Owner,120000.0,V-Type Petrol Engine
Automatic,Maruti Wagon R,2022.0,Chennai,Petrol,Hatchback,First Owner,14483.0,K10C
Manual,Hyundai Creta,2022.0,Chennai,Diesel,SUV,First Owner,19000.0,1.5 L U2 CRDi Diesel
Manual,Ford Figo,2016.0,Chennai,Petrol,Hatchback,First Owner,36202.0,Ti-VCT Petrol Engine
Manual,Datsun GO Plus,2017.0,Chennai,Petrol,MUV,First Owner,30000.0,In Line Petrol Engine
Manual,Ford Figo,2017.0,Chennai,Diesel,Hatchback,First Owner,70000.0,TDCi Diesel Engine
Manual,Hyundai Venue,2022.0,Chennai,Petrol,SUV,First Owner,20000.0,1.0 Kappa Turbo GDi
Manual,Datsun RediGO,2021.0,Chennai,Petrol,Hatchback,First Owner,24077.0,0.8L Petrol Engine
Manual,Maruti Swift Dzire,2012.0,Chennai,Diesel,Sedan,First Owner,81985.0,In-Line Engine
Automatic,Maruti Ertiga,2020.0,Chennai,Petrol,MUV,Second Owner,30000.0,K15 Smart Hybrid
Manual,Honda City,2017.0,Chennai,Petrol,Sedan,First Owner,91841.0,i VTEC Engine
Automatic,Ford Ecosport,2016.0,Chennai,Petrol,SUV,Third Owner,64961.0,Ti-VCT Petrol Engine
Automatic,Maruti Alto K10,2018.0,Chennai,Petrol,Hatchback,First Owner,20950.0,K Series Petrol Engine
Manual,Hyundai i20,2016.0,Chennai,Petrol,Hatchback,Second Owner,94348.0,Kappa VTVT Petrol Engine
Manual,Hyundai Venue,2022.0,Chennai,Diesel,SUV,First Owner,32000.0,1.5 U2 CRDi
Manual,Hyundai i20,2019.0,Chennai,Petrol,Hatchback,First Owner,51744.0,Kappa VTVT Petrol Engine
Automatic,Mahindra XUV500,2020.0,Chennai,Diesel,SUV,Second Owner,81152.0,mHawk Diesel Engine
Manual,Honda Amaze,2018.0,Chennai,Petrol,Sedan,First Owner,19516.0,i-VTEC Petrol Engine
Manual,Maruti Swift,2021.0,Chennai,Petrol,Hatchback,First Owner,29093.0,K Series Petrol Engine
Automatic,Honda Amaze,2018.0,Chennai,Diesel,Sedan,First Owner,54408.0,i-DTEC Diesel Engine
Manual,Maruti Baleno,2019.0,Chennai,Petrol,Hatchback,First Owner,16000.0,1.2L VVT Engine
Automatic,Ford Endeavour,2018.0,Chennai,Diesel,SUV,First Owner,100000.0,Diesel Engine
Manual,Datsun RediGO,2016.0,Chennai,Petrol,Hatchback,First Owner,56876.0,0.8L Petrol Engine
Manual,Volkswagen Polo,2014.0,Chennai,Diesel,Hatchback,First Owner,50000.0,In-Line Diesel Engine
Manual,Honda Amaze,2015.0,Chennai,Petrol,Sedan,Second Owner,84505.0,i-VTEC Petrol Engine
Automatic,Toyota Innova Crysta,2021.0,Chennai,Diesel,MUV,First Owner,34000.0,2.4L Diesel Engine
Manual,Maruti Wagon R,2020.0,Chennai,Petrol,Hatchback,First Owner,22305.0,K10B Petrol Engine
Manual,Renault KWID,2019.0,Chennai,Petrol,Hatchback,First Owner,33573.0,Petrol Engine
Manual,Datsun RediGO,2019.0,Chennai,Petrol,Hatchback,First Owner,33615.0,0.8L Petrol Engine
Automatic,Honda Jazz,2018.0,Chennai,Petrol,Hatchback,Second Owner,30000.0,i-VTEC Petrol Engine
Manual,Tata Tigor,2020.0,Chennai,Petrol,Sedan,First Owner,34935.0,Revotron Engine
Automatic,Maruti Celerio,2018.0,Chennai,Petrol,Hatchback,Second Owner,66511.0,K10B Engine
Automatic,Toyota Camry,2021.0,Chennai,Petrol,Sedan,First Owner,24000.0,2AR-FXE Petrol Engine
Manual,Maruti Swift Dzire,2017.0,Chennai,Petrol,Sedan,First Owner,68979.0,K Series VVT Engine
Manual,Maruti Ertiga,2021.0,Chennai,Petrol,MUV,First Owner,50000.0,K15 Smart Hybrid
Automatic,Maruti Wagon R,2019.0,Chennai,Petrol,Hatchback,Second Owner,45161.0,K10B Petrol Engine
Manual,Ford Ecosport,2018.0,Chennai,Diesel,SUV,First Owner,42917.0,TDCi Diesel Engine
Manual,Maruti Baleno,2019.0,Chennai,Petrol,Hatchback,First Owner,20000.0,1.2L VVT Engine
Automatic,Maruti Baleno,2018.0,Chennai,Petrol,Hatchback,First Owner,32000.0,1.2L VVT Engine
Manual,Hyundai i20,2019.0,Chennai,Diesel,Hatchback,First Owner,40000.0,U2 CRDI Diesel Engine
Manual,Honda City,2020.0,Chennai,Petrol,Sedan,First Owner,29911.0,i-VTEC
Automatic,Hyundai Verna,2018.0,Chennai,Petrol,Sedan,First Owner,23000.0,VTVT Petrol Engine
Manual,Tata Zest,2018.0,Chennai,Diesel,Sedan,Second Owner,100000.0,Quadrajet Engine
Manual,Toyota Innova Crysta,2016.0,Chennai,Diesel,MUV,First Owner,42000.0,2-GD FTV Engine
Automatic,Mercedes-Benz C-Class,2016.0,Chennai,Diesel,Sedan,First Owner,58000.0,In-Line Engine
Manual,Maruti Swift,2015.0,Chennai,Diesel,Hatchback,First Owner,53764.0,DDiS Diesel Engine
Manual,Hyundai Grand i10,2015.0,Chennai,Petrol,Hatchback,First Owner,61455.0,Kappa VTVT Petrol Engine
Automatic,Jeep Compass,2018.0,Chennai,Petrol,SUV,Second Owner,52732.0,1.4-Litre 4-Cyl Multiair Engine
Automatic,Honda Jazz,2017.0,Chennai,Petrol,Hatchback,Second Owner,61159.0,i-VTEC Petrol Engine
Manual,Hyundai i20,2010.0,Chennai,Petrol,Hatchback,Second Owner,90000.0,In-Line Engine
Manual,Honda Amaze,2015.0,Chennai,Petrol,Sedan,First Owner,95296.0,i-VTEC Petrol Engine
Manual,Hyundai Creta,2018.0,Chennai,Petrol,SUV,First Owner,106506.0,VTVT Petrol Engine
Automatic,BMW 5 Series,2012.0,Chennai,Diesel,Sedan,Second Owner,70000.0,In-Line Engine
Manual,Hyundai Grand i10,2015.0,Chennai,Petrol,Hatchback,Second Owner,108551.0,Kappa VTVT Petrol Engine
Manual,Honda Amaze,2014.0,Chennai,Diesel,Sedan,First Owner,54186.0,i-DTEC Diesel Engine
Automatic,Honda Amaze,2018.0,Chennai,Petrol,Sedan,First Owner,106848.0,i-VTEC Petrol Engine
Automatic,Volkswagen Vento,2020.0,Chennai,Petrol,Sedan,Second Owner,38464.0,TSI Petrol Engine
Manual,Maruti Ignis,2017.0,Chennai,Petrol,Hatchback,First Owner,59841.0,VVT
Automatic,Toyota Fortuner,2023.0,Chennai,Diesel,SUV,First Owner,3000.0,2.8 L Diesel engine
Automatic,Hyundai Creta,2020.0,Chennai,Petrol,SUV,First Owner,19649.0,1.5 L MPi Petrol
Automatic,BMW 3 Series Gran Limousine,2021.0,Chennai,Diesel,Sedan,First Owner,3300.0,2.0L Turbo Diesel
Manual,Ford Mondeo,2003.0,Chennai,Petrol,Sedan,Third Owner,60000.0,
Automatic,Hyundai Alcazar,2021.0,Chennai,Petrol,SUV,First Owner,40000.0,2.0 l petrol MPi engine
Automatic,Kia Seltos,2020.0,Chennai,Petrol,SUV,First Owner,27000.0,SMARTSTREAM G1.5
Automatic,Maruti Alto K10,2018.0,Chennai,Petrol,Hatchback,First Owner,20950.0,K Series Petrol Engine
Manual,Jeep Compass,2018.0,Chennai,Diesel,SUV,First Owner,50000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Tata Nano,2014.0,Chennai,Petrol,Hatchback,First Owner,39000.0,Petrol Engine 
Manual,Hyundai Creta,2017.0,Chennai,Petrol,SUV,First Owner,55927.0,VTVT Petrol Engine
Manual,Hyundai i20,2014.0,Chennai,Petrol,Hatchback,Second Owner,35325.0,Kappa VTVT Petrol Engine
Manual,Maruti Baleno,2020.0,Chennai,Petrol,Hatchback,Second Owner,20000.0,1.2L VVT Engine
Manual,Hyundai i20,2017.0,Chennai,Petrol,Hatchback,First Owner,41248.0,Kappa VTVT Petrol Engine
Manual,Tata Tiago,2016.0,Chennai,Petrol,Hatchback,First Owner,70076.0,Revotron Engine
Manual,Mahindra XUV300,2016.0,Chennai,Petrol,SUV,First Owner,128398.0,1.2L Petrol
Automatic,Maruti Wagon R,2017.0,Chennai,Petrol,Hatchback,Third Owner,20973.0,K10B Petrol Engine
