it,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,car_id,Category1,Feature1,Category2,Feature2,Category3,Feature3,Category4,Feature4,Mileage,Engine,Max Power,Torque,Seats,Wheel Size,seats
0,Hatchback,11045,Automatic,1,Hyundai,Hyundai i20,2021,10104,Sportz IVT,985000.0,2021,Third Party insurance,Petrol,5 Seats,11045,KA05,First Owner,1197.0,Automatic,2021.0,602,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Glove Box Cooling, Voice Control, Tailgate Ajar, Battery Saver, Lane Change Indicator, Find My Car Location, Adjustable Headrest",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Wheel Covers, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Garnish, LEDDRLs, LEDTaillights, Halogen Headlamps",19.65,1197.0,86.76,114.74,5,,5
0,Sedan,51406,Automatic,1,Volkswagen,Volkswagen Vento,2018,1996,1.5 TDI Highline AT,1044999.9999999999,2019,Third Party insurance,Diesel,5 Seats,51406,KA03,First Owner,1498.0,Automatic,2018.0,603,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Glove Box Cooling, Voice Control, Tailgate Ajar, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Automatic Driving Lights",22.15,1498.0,108.6,250.0,5,15,5
0,Hatchback,70000,Manual,1,Tata,Tata Indica V2,2012,2513,LX,200000.0,2012,Third Party insurance,Diesel,5 Seats,70000,KA04,First Owner,1396.0,Manual,2012.0,604,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Accessory Power Outlet, Rear Seat Headrest, Seat Lumbar Support",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Rain Sensing Wiper, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish",25.0,1396.0,69.0,140.0,5,,5
0,Hatchback,26031,Manual,1,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,710000.0,2017,Comprehensive,Petrol,5 Seats,26031,KA03,First Owner,1197.0,Manual,2017.0,605,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Engine Start Stop Button",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille",21.4,1197.0,83.1,115.0,5,16,5
0,Hatchback,30740,Manual,1,Maruti,Maruti Swift,2016,10403,VXI,586000.0,2016,Comprehensive,Petrol,5 Seats,30740,KA41,First Owner,1197.0,Manual,2016.0,606,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Multifunction Steering Wheel, Gear Shift Indicator, Adjustable Headrest, Power Boot",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Tachometer, Fabric Upholstery, Glove Compartment, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna, Outside Rear View Mirror Turn Indicators, LEDTaillights, Halogen Headlamps",22.38,1197.0,88.5,113.0,5,,5
0,SUV,20000,Automatic,1,MG,MG Astor,2022,8647,Sharp CVT BSVI,1500000.0,2022,Third Party insurance,Petrol,5 Seats,20000,KA09,First Owner,1498.0,Automatic,2022.0,607,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Voice Control, Lane Change Indicator, Remote Climate Control, Find My Car Location, Real Time Vehicle Tracking, Adjustable Headrest",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Roof Rail, Heated Wing Mirror, LEDDRLs, LEDHeadlights, LEDTaillights, Cornering Foglamps",14.82,1498.0,108.49,144.0,5,17,5
0,Hatchback,65909,Automatic,1,Maruti,Maruti Ignis,2017,5555,1.2 AMT Zeta BSIV,584000.0,2017,Zero Dep,Petrol,5 Seats,65909,KA50,First Owner,1197.0,Automatic,2017.0,608,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Engine Start Stop Button",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Roof Rail",20.89,1197.0,81.8,113.0,5,15,5
0,Hatchback,140590,Manual,1,Hyundai,Hyundai i20,2013,1655,Asta 1.2,409000.0,2013,Comprehensive,Petrol,5 Seats,140590,KA53,First Owner,1197.0,Manual,2013.0,609,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Multifunction Steering Wheel",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators",18.5,1197.0,82.85,113.7,5,14,5
0,MUV,32953,Automatic,2,Toyota,Toyota Innova Crysta,2019,5262,2.7 ZX AT BSIV,2175000.0,2019,Third Party insurance,Petrol,7 Seats,32953,KA01,Second Owner,2694.0,Automatic,2019.0,610,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Voice Control, Drive Modes",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Rear Folding Table, Driving Experience Control Eco, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Halogen Headlamps",10.75,2694.0,163.7,245.0,7,17,7
0,Sedan,51801,Automatic,1,Maruti,Maruti Swift Dzire,2019,7081,AMT ZXI Plus,738000.0,2019,Comprehensive,Petrol,5 Seats,51801,KA51,First Owner,1197.0,Automatic,2019.0,611,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Voice Control, Tailgate Ajar, Adjustable Headrest",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Power Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators, Chrome Grille, Halogen Headlamps",21.21,1197.0,81.8,113.0,5,15,5
0,Sedan,80000,Manual,1,Hyundai,Hyundai Xcent,2015,1875,1.1 CRDi SX,380000.0,2015,Third Party insurance,Diesel,5 Seats,80000,MH48,First Owner,1120.0,Manual,2015.0,612,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Rear ACVents",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Power Antenna, Outside Rear View Mirror Turn Indicators",24.4,1120.0,71.0,180.4,5,14,5
0,Hatchback,62621,Manual,1,Hyundai,Hyundai i20,2017,1481,Sportz 1.2,656000.0,2017,Zero Dep,Petrol,5 Seats,62621,KA01,First Owner,1197.0,Manual,2017.0,613,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Rear ACVents, Glove Box Cooling",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Wheel Covers, Power Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille",18.6,1197.0,81.83,114.7,5,,5
0,Hatchback,79068,Manual,1,Maruti,Maruti Swift,2014,10403,VXI,483000.0,2014,Comprehensive,Petrol,5 Seats,79068,KA04,First Owner,1197.0,Manual,2014.0,614,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Multifunction Steering Wheel, Gear Shift Indicator, Adjustable Headrest, Power Boot",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Tachometer, Fabric Upholstery, Glove Compartment, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna, Outside Rear View Mirror Turn Indicators, LEDTaillights, Halogen Headlamps",22.38,1197.0,88.5,113.0,5,,5
0,Hatchback,50000,Manual,1,Maruti,Maruti Swift,2018,6323,LXI 2018,509999.99999999994,2018,Third Party insurance,Petrol,5 Seats,50000,KA01,First Owner,1197.0,Manual,2018.0,615,Top Features,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist",Comfort & Convenience - Comfort,"Power Steering, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Rear Seat Headrest, Cup Holders Front, Gear Shift Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock",Exterior - Exterior,"Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",22.0,1197.0,81.8,113.0,5,,5
0,Sedan,30000,Automatic,2,Volkswagen,Volkswagen Ameo,2018,6310,1.5 TDI Highline Plus 16 AT,750000.0,2018,Third Party insurance,Diesel,5 Seats,30000,KA53,Second Owner,1498.0,Automatic,2018.0,616,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Glove Box Cooling, Voice Control, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Garnish",21.73,1498.0,108.62,250.0,5,16,5
0,Hatchback,72000,Manual,2,Hyundai,Hyundai i10,2008,1589,Era 1.1,185000.0,2008,Third Party insurance,Petrol,5 Seats,72000,,Second Owner,1086.0,Manual,2008.0,617,Top Features,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Comfort & Convenience - Comfort,"Power Steering, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Rear Seat Headrest, Cup Holders Front",Interior - Interior,"Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment",Exterior - Exterior,"Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Antenna",19.81,1086.0,68.05,99.04,5,,5
0,Hatchback,80000,Manual,2,Hyundai,Hyundai i10,2008,1589,Era 1.1,180000.0,2008,Third Party insurance,Petrol,5 Seats,80000,,Second Owner,1086.0,Manual,2008.0,618,Top Features,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Comfort & Convenience - Comfort,"Power Steering, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Rear Seat Headrest, Cup Holders Front",Interior - Interior,"Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment",Exterior - Exterior,"Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Antenna",19.81,1086.0,68.05,99.04,5,,5
0,MUV,10000,Manual,1,Toyota,Toyota Innova Crysta,2021,8184,2.7 GX 8 STR,1900000.0,2021,Third Party insurance,Petrol,8 Seats,10000,,First Owner,2694.0,Manual,2021.0,619,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Rear ACVents, Navigation System, Glove Box Cooling, Drive Modes, Adjustable Headrest",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Driving Experience Control Eco, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Alloy Wheels, Integrated Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Halogen Headlamps",8.0,2694.0,163.6,245.0,8,16,8
0,SUV,20000,Automatic,1,Tata,Tata Harrier,2022,7496,XZA Plus AT BSVI,2100000.0,2022,Third Party insurance,Diesel,5 Seats,20000,TN14,First Owner,1956.0,Automatic,2022.0,620,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Smart Access Card Entry, Engine Start Stop Button, Drive Modes, Adjustable Headrest",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Driving Experience Control Eco, Height Adjustable Driver Seat, Ventilated Seats, Dual Tone Dashboard, Leather Wrap Gear Shift Selector",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Alloy Wheels, Integrated Antenna, Rear Spoiler, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, LEDDRLs, Cornering Foglamps, Projector Headlamps",14.6,1956.0,167.67,350.0,5,17,5
0,SUV,36314,Automatic,2,Mahindra,Mahindra XUV500,2016,3808,AT W8 FWD,1245000.0,2016,Comprehensive,Diesel,7 Seats,36314,KA53,Second Owner,2179.0,Automatic,2016.0,621,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Voice Control",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators, Chrome Grille, Smoke Headlamps, Roof Rail",16.0,2179.0,140.0,330.0,7,17,7
0,Hatchback,67000,Manual,1,Volkswagen,Volkswagen Polo,2010,1960,Petrol Trendline 1.2L,300000.0,2010,Third Party insurance,Petrol,5 Seats,67000,KA03,First Owner,1198.0,Manual,2010.0,622,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Driver Air Bag, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna, Tinted Glass, Rear Spoiler",16.47,1198.0,73.9,110.0,5,14,5
0,SUV,30000,Automatic,1,Tata,Tata Nexon EV Prime,2020,7279,XZ Plus LUX,1350000.0,2020,Third Party insurance,Electric,5 Seats,30000,,First Owner,0.0,Automatic,2020.0,623,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Digital Odometer, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Find My Car Location, Adjustable Headrest, Power Boot",Interior - Interior,"Air Conditioner, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Roof Rail, LEDDRLs, LEDTaillights, Projector Headlamps, Halogen Headlamps",,0.0,127.0,245.0,5,16,5
