it,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,car_id,Category1,Feature1,Category2,Feature2,Category3,Feature3,Category4,Feature4,Mileage,Engine,Max Power,Torque,Seats,Wheel Size,seats
0,Hatchback,36685,Manual,2,Honda,Honda Brio,2016,1188,S MT,462000.0,2016,Comprehensive,Petrol,5 Seats,36685,KA05,Second Owner,1198.0,Manual,2016.0,165,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel",Interior - Interior,"Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Driving Experience Control Eco, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Rear Window Defogger, Wheel Covers, Power Antenna, Chrome Grille",19.4,1198.0,86.8,109.0,5,,5
0,SUV,120000,Automatic,2,Hyundai,Hyundai Santa Fe,2012,1677,4x4 AT,900000.0,2012,Third Party insurance,Diesel,7 Seats,120000,,Second Owner,2199.0,Automatic,2012.0,166,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Cigarette Lighter, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Roof Rail",11.72,2199.0,194.3,436.4,7,18,7
0,Sedan,4000,Automatic,1,BMW,BMW 6 Series,2022,8418,GT 630i M Sport BSVI,7900000.0,2022,Comprehensive,Petrol,4 Seats,4000,KA03,First Owner,1998.0,Automatic,2022.0,167,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Engine Start Stop Button, Glove Box Cooling, Voice Control, Steering Wheel Gearshift Paddles, Tailgate Ajar, Gear Shift Indicator, Luggage Hook And Net, Lane Change Indicator, Drive Modes, Adjustable Headrest",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Cigarette Lighter, Driving Experience Control Eco, Height Adjustable Driver Seat, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Automatic Driving Lights, LEDDRLs, LEDHeadlights, LEDTaillights, LEDFog Lamps, Cornering Headlamps",13.32,1998.0,254.79,400.0,4,19,4
0,Hatchback,32184,Automatic,2,Maruti,Maruti Baleno,2019,5920,1.2 CVT Alpha,843000.0,2019,Third Party,Petrol,5 Seats,32184,KA03,Second Owner,1197.0,Automatic,2019.0,168,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Navigation System, Engine Start Stop Button, Voice Control",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille",21.4,1197.0,83.1,115.0,5,16,5
0,Hatchback,32279,Manual,1,Maruti,Maruti Baleno RS,2018,6370,1.0 Petrol,799000.0,2019,Comprehensive,Petrol,5 Seats,32279,KA01,First Owner,998.0,Manual,2018.0,169,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Remote Engine Start Stop",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Halogen Headlamps",21.1,998.0,100.5,150.0,5,,5
0,Hatchback,59698,Manual,1,Hyundai,Hyundai i20,2015,1483,Asta Option 1.2,576000.0,2015,Comprehensive,Petrol,5 Seats,59698,KA01,First Owner,1197.0,Manual,2015.0,170,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille",18.6,1197.0,81.83,114.7,5,16,5
0,SUV,46071,Manual,1,Renault,Renault Captur,2018,6104,1.5 Diesel Platine,949000.0,2018,Comprehensive,Diesel,5 Seats,46071,KA42,First Owner,1461.0,Manual,2018.0,171,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Voice Control, Gear Shift Indicator, Battery Saver, Lane Change Indicator, Drive Modes",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Driving Experience Control Eco, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish",20.37,1461.0,108.45,240.0,5,R17,5
0,SUV,90000,Manual,1,Maruti,Maruti Vitara Brezza,2017,4299,ZDi,795000.0,2017,Third Party insurance,Diesel,5 Seats,90000,,First Owner,1248.0,Manual,2017.0,172,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Gear Shift Indicator, Luggage Hook And Net",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Rear Spoiler, Chrome Grille, Chrome Garnish, Roof Rail",24.3,1248.0,88.5,200.0,5,16,5
0,SUV,9554,Manual,1,Hyundai,Hyundai Venue,2019,6945,SX Turbo BSIV,1085000.0,2019,Third Party,Petrol,5 Seats,9554,KA04,First Owner,998.0,Manual,2019.0,173,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Audio System Remote Control",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Glove Box Cooling, Voice Control, Battery Saver, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Sun Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Automatic Driving Lights, Roof Rail",18.27,998.0,118.35,171.6,5,16,5
0,SUV,14000,Automatic,1,Jeep,Jeep Compass,2022,8318,1.4 Limited Opt DCT BSVI,2590000.0,2022,Comprehensive,Petrol,5 Seats,14000,KA01,First Owner,1368.0,Automatic,2022.0,174,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Smart Access Card Entry, Engine Start Stop Button, Tailgate Ajar, Gear Shift Indicator, Adjustable Headrest, Power Boot, Hands Free Tailgate",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Roof Rail, Dual Tone Body Colour, LEDDRLs, LEDHeadlights, LEDTaillights, LEDFog Lamps, Cornering Foglamps",14.1,1368.0,160.77,250.0,5,18,5
0,SUV,74499,Manual,2,Renault,Renault Duster,2013,5065,85PS Diesel RxE,516000.0,2013,Third Party,Diesel,5 Seats,74499,KA03,Second Owner,1461.0,Manual,2013.0,175,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Air Quality Control, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Rear",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock",Exterior - Exterior,"Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror",20.45,1461.0,83.8,200.0,5,16,5
0,SUV,56211,Automatic,2,Ford,Ford Ecosport,2017,6089,1.5 Petrol Trend Plus AT BSIV,777000.0,2017,Comprehensive,Petrol,5 Seats,56211,KA03,Second Owner,1497.0,Automatic,2017.0,176,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Navigation System, Gear Shift Indicator, Luggage Hook And Net",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Wheel Covers, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Roof Rail",14.8,1497.0,121.36,150.0,5,,5
0,Hatchback,9001,Manual,1,Honda,Honda Jazz,2019,6504,V,753000.0,2019,Comprehensive,Petrol,5 Seats,9001,KA04,First Owner,1199.0,Manual,2019.0,177,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Cup Holders Front, Multifunction Steering Wheel, Cruise Control, Engine Start Stop Button, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Driving Experience Control Eco, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Chrome Grille, Chrome Garnish, Halogen Headlamps",18.2,1199.0,88.7,110.0,5,15,5
0,SUV,65457,Automatic,2,Mahindra,Mahindra XUV500,2017,3818,AT W10 1.99 mHawk,1226000.0,2017,Third Party insurance,Diesel,7 Seats,65457,KA51,Second Owner,1997.0,Automatic,2017.0,178,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Voice Control",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Glove Compartment, Digital Clock, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Smoke Headlamps, Roof Rail",16.0,1997.0,140.0,320.0,7,17,7
0,Hatchback,23682,Manual,1,Honda,Honda Jazz,2017,1339,1.2 V i VTEC,725000.0,2017,Comprehensive,Petrol,5 Seats,23682,KA53,First Owner,1199.0,Manual,2017.0,179,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish",18.7,1199.0,88.7,110.0,5,15,5
0,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2020,5961,CRDi 1.6 SX,1150000.0,2020,Third Party insurance,Diesel,5 Seats,50000,KA03,First Owner,1582.0,Manual,2020.0,180,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Voice Control, Steering Mounted Tripmeter, Tailgate Ajar, Gear Shift Indicator, Battery Saver, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille",22.0,1582.0,126.2,259.87,5,16,5
0,Hatchback,134557,Manual,2,Maruti,Maruti Swift,2015,4165,ZDI BSIV,629000.0,2015,Comprehensive,Diesel,5 Seats,134557,KA53,Second Owner,1248.0,Manual,2015.0,181,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Height Adjustable Front Seat Belts, Cup Holders Front, Multifunction Steering Wheel, Smart Access Card Entry, Engine Start Stop Button",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators",25.2,1248.0,74.0,190.0,5,15,5
0,Sedan,96567,Manual,2,Maruti,Maruti Swift Dzire,2013,10244,VXI,447000.0,2013,Comprehensive,Petrol,5 Seats,96567,KA53,Second Owner,1197.0,Manual,2013.0,182,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Rear, Multifunction Steering Wheel, Rear ACVents, Gear Shift Indicator, Adjustable Headrest, Power Boot",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat, Dual Tone Dashboard",Exterior - Exterior,"Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Wheel Covers, Power Antenna, Outside Rear View Mirror Turn Indicators, Chrome Garnish, LEDTaillights, Halogen Headlamps",22.41,1197.0,88.5,113.0,5,,5
0,Hatchback,120000,Manual,3,Maruti,Maruti Celerio,2015,3979,VXI,400000.0,2015,Third Party insurance,Petrol,5 Seats,120000,KA51,Third Owner,998.0,Manual,2015.0,183,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front",Interior - Interior,"Air Conditioner, Heater, Digital Odometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock",Exterior - Exterior,"Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna, Chrome Grille",23.1,998.0,67.04,90.0,5,,5
0,MUV,83007,Manual,2,Maruti,Maruti Ertiga,2014,4051,ZDI,786000.0,2015,Comprehensive,Diesel,7 Seats,83007,KA51,Second Owner,1248.0,Manual,2014.0,184,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Multifunction Steering Wheel, Rear ACVents",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Cigarette Lighter, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Outside Rear View Mirror Turn Indicators",20.77,1248.0,88.8,200.0,7,15,7
0,Hatchback,34000,Manual,1,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,745000.0,2018,Comprehensive,Petrol,5 Seats,34000,KA02,First Owner,1199.0,Manual,2018.0,185,Top Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Comfort & Convenience - Comfort,"Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Navigation System, Lane Change Indicator",Interior - Interior,"Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat",Exterior - Exterior,"Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish",18.7,1199.0,88.7,110.0,5,15,5
