transmission,model,Year of Manufacture,City,ft,bt,Ownership,Kms Driven,Engine Type,price
1,156,2017.0,0,4,2,1,56000.0,289,365000.0
0,63,2018.0,0,4,8,1,90000.0,458,995000.0
1,90,2019.0,0,4,2,3,31000.0,320,775000.0
0,96,2018.0,0,1,7,3,30000.0,236,4700000.0
1,86,2017.0,0,4,8,1,36000.0,450,770000.0
1,179,2018.0,0,4,2,1,19065.0,449,725000.0
0,66,2019.0,0,4,2,1,30538.0,476,840000.0
1,90,2018.0,0,4,2,3,48891.0,320,799000.0
0,189,2014.0,0,4,2,3,60000.0,280,1380000.0
1,179,2018.0,0,4,2,1,26676.0,449,696000.0
1,179,2015.0,0,4,2,1,35647.0,287,576000.0
1,287,2020.0,0,4,2,1,63825.0,37,721000.0
1,63,2018.0,0,4,8,3,31346.0,469,995000.0
1,90,2015.0,0,4,2,3,79349.0,320,594000.0
1,147,2015.0,0,1,7,1,88203.0,498,927000.0
0,7,2018.0,0,1,7,1,37370.0,385,3275000.0
1,184,2015.0,0,4,2,1,52228.0,295,426000.0
0,73,2015.0,0,1,7,1,70000.0,421,1100000.0
1,225,2022.0,0,4,7,1,40542.0,263,905000.0
0,236,2019.0,0,4,7,1,47936.0,261,848000.0
0,251,2008.0,0,1,8,3,70000.0,433,575000.0
1,63,2013.0,0,4,8,0,110000.0,365,400000.0
1,73,2016.0,0,4,7,3,45000.0,450,894999.9999999999
1,85,2019.0,0,4,7,1,20469.0,508,1099000.0
1,90,2011.0,0,4,2,1,60000.0,278,425000.0
1,180,2012.0,0,4,8,3,70000.0,291,445000.0
1,249,2014.0,0,1,8,2,150000.0,400,320000.0
1,305,2017.0,0,4,8,3,46258.0,332,775000.0
1,184,2013.0,0,4,2,4,54242.0,289,327000.0
0,66,2017.0,0,4,2,1,90727.0,476,661000.0
1,147,2012.0,0,1,7,1,100000.0,498,775000.0
1,180,2017.0,0,4,8,1,31003.0,291,682000.0
1,77,2017.0,0,4,2,1,24233.0,320,577000.0
1,300,2015.0,0,4,2,4,90000.0,332,500000.0
1,66,2017.0,0,4,2,1,36983.0,476,679000.0
0,196,2014.0,0,1,2,1,68915.0,194,1445000.0
1,179,2021.0,0,4,2,1,5440.0,287,776000.0
1,273,2021.0,0,4,2,1,8096.0,38,690000.0
1,249,2012.0,0,1,8,3,120000.0,400,380000.0
1,236,2014.0,0,4,7,4,60000.0,309,560000.0
1,270,2017.0,0,1,7,1,120000.0,447,1125000.0
1,240,2015.0,0,1,4,3,125903.0,461,515000.00000000006
1,90,2018.0,0,4,2,3,33040.0,320,799000.0
1,285,2009.0,0,1,7,3,110000.0,178,1200000.0
1,90,2019.0,0,1,2,1,30722.0,418,835000.0
1,63,2016.0,0,1,8,1,80000.0,468,750000.0
1,285,2009.0,0,1,7,3,120000.0,178,1275000.0
0,200,2017.0,0,1,8,3,33000.0,179,3075000.0
1,63,2014.0,0,4,8,1,58778.0,469,527000.0
1,176,2019.0,0,4,2,1,51395.0,296,426000.0
0,50,2015.0,0,4,7,3,100000.0,396,625000.0
1,180,2013.0,0,4,8,3,65881.0,508,447000.0
1,179,2014.0,0,4,2,3,49934.0,287,552000.0
1,63,2016.0,0,1,8,3,91000.0,468,795000.0
1,162,2018.0,0,4,2,3,61576.0,295,459000.0
1,163,2016.0,0,4,8,3,114321.0,478,700000.0
1,176,2019.0,0,4,2,1,53125.0,296,405000.0
0,238,2020.0,0,4,2,1,36462.0,344,536000.0
0,210,2014.0,0,1,7,1,97542.0,236,2400000.0
0,208,2017.0,0,1,7,1,89000.0,429,4745000.0
1,236,2018.0,0,4,7,3,13000.0,261,894999.9999999999
1,86,2018.0,0,1,8,1,41000.0,426,1375000.0
0,300,2017.0,0,4,2,1,94471.0,393,880000.0000000001
1,289,2011.0,0,1,4,1,58000.0,278,1030000.0
1,184,2016.0,0,4,2,1,46000.0,297,475000.0
1,119,2022.0,0,4,7,1,10000.0,452,1150000.0
0,206,2020.0,0,1,7,1,36531.0,341,5675000.0
1,293,2021.0,0,4,7,1,50000.0,477,960000.0
1,160,2020.0,0,4,2,3,36004.0,293,532000.0
1,63,2016.0,0,4,8,3,58808.0,469,651000.0
0,197,2017.0,0,1,8,1,10000.0,278,3200000.0
1,90,2016.0,0,4,2,1,31983.0,320,715000.0
1,183,2016.0,0,1,7,1,78536.0,218,740000.0
1,107,2022.0,0,1,7,1,20000.0,73,1700000.0
1,180,2013.0,0,4,8,3,54134.0,508,455000.0
0,107,2021.0,0,4,7,1,10000.0,373,1698999.9999999998
1,77,2019.0,0,4,2,3,27227.0,320,524000.0
0,101,2019.0,0,4,7,1,25508.0,66,1764999.9999999998
1,90,2017.0,0,4,2,1,30000.0,320,525000.0
0,107,2019.0,0,4,7,1,20000.0,371,1600000.0
1,305,2012.0,0,1,8,3,100000.0,203,360000.0
0,144,2021.0,0,4,7,1,20000.0,501,1650000.0
1,90,2011.0,0,4,2,1,50000.0,278,410000.0
0,198,2018.0,0,1,8,1,36000.0,267,3150000.0
1,90,2019.0,0,1,2,1,40000.0,418,850000.0
0,85,2021.0,0,4,7,1,19047.0,508,1260000.0
1,265,2020.0,0,4,7,1,50000.0,354,850000.0
0,160,2018.0,0,4,2,1,64453.0,293,493000.0
1,61,2018.0,0,4,2,1,43387.0,475,505000.0
0,157,2020.0,0,4,2,1,36538.0,59,825000.0
1,91,2017.0,0,4,2,3,36787.0,450,682000.0
1,160,2018.0,0,4,2,3,32112.0,296,486000.00000000006
1,73,2022.0,0,4,7,1,30000.0,75,1800000.0
1,77,2017.0,0,4,2,1,53701.0,320,540000.0
1,77,2018.0,0,4,2,3,30000.0,320,530000.0
1,155,2020.0,0,4,2,3,26085.0,251,407000.0
1,77,2016.0,0,4,2,4,46894.0,320,453000.0
1,108,2021.0,0,4,7,1,30000.0,369,1010000.0
0,62,2017.0,0,4,7,3,53692.0,476,1675000.0
0,147,2018.0,0,1,7,3,37809.0,499,1645000.0
0,273,2018.0,0,4,2,1,33000.0,355,625000.0
1,184,2022.0,0,4,2,1,30813.0,297,635000.0
1,86,2013.0,0,1,8,1,56254.0,427,550000.0
0,198,2017.0,0,1,8,1,58000.0,267,2450000.0
0,163,2020.0,0,4,8,3,15727.0,301,1025000.0
1,90,2021.0,0,4,2,1,21113.0,20,977000.0
1,75,2021.0,0,1,8,1,71775.0,80,1705000.0
0,179,2018.0,0,4,2,1,59882.0,287,667000.0
0,77,2014.0,0,4,2,3,24463.0,320,494000.00000000006
1,63,2015.0,0,4,8,1,72352.0,469,636000.0
1,50,2017.0,0,1,7,1,90928.0,380,792000.0
1,225,2021.0,0,4,7,3,10000.0,263,695000.0
1,54,2014.0,0,4,2,3,60000.0,244,360000.0
1,183,2016.0,0,1,7,1,117530.0,218,827000.0
1,179,2011.0,0,4,2,1,102814.0,287,382000.0
1,273,2021.0,0,4,2,1,20000.0,38,650000.0
0,160,2017.0,0,4,2,1,34801.0,293,512000.0
1,160,2018.0,0,4,2,4,51877.0,296,463000.0
0,86,2023.0,0,4,8,1,10000.0,83,1500000.0
1,162,2018.0,0,4,2,3,17125.0,295,525000.0
1,236,2014.0,0,1,7,1,30000.0,463,460000.0
1,157,2016.0,0,4,2,1,50318.0,455,627000.0
1,86,2012.0,0,4,8,1,46123.0,450,511000.00000000006
1,76,2006.0,0,4,2,4,120000.0,278,55000.0
1,90,2015.0,0,1,2,3,70000.0,418,600000.0
0,298,2014.0,0,1,8,1,33360.0,236,1285000.0
0,303,2022.0,0,4,7,1,21800.0,120,3150000.0
1,253,2023.0,0,4,2,1,10000.0,47,750000.0
0,90,2021.0,0,4,2,1,11045.0,46,985000.0
0,305,2018.0,0,1,8,1,51406.0,381,1045000.0
1,259,2012.0,0,1,2,1,70000.0,199,200000.0
1,157,2017.0,0,4,2,1,26031.0,455,710000.0
1,179,2016.0,0,4,2,1,30740.0,287,586000.0
0,119,2022.0,0,4,7,1,20000.0,452,1500000.0
0,172,2017.0,0,4,2,1,65909.0,51,584000.0
1,90,2013.0,0,4,2,1,140590.0,320,409000.0
0,290,2019.0,0,4,4,3,32953.0,112,2175000.0
0,180,2019.0,0,4,8,1,51801.0,291,738000.0
1,87,2015.0,0,1,8,1,80000.0,418,380000.0
1,90,2017.0,0,4,2,1,62621.0,320,656000.0
1,179,2014.0,0,4,2,1,79068.0,287,483000.0
1,179,2018.0,0,4,2,1,50000.0,449,510000.0
0,296,2018.0,0,1,8,3,30000.0,381,750000.0
1,89,2008.0,0,4,2,3,72000.0,265,185000.0
1,89,2008.0,0,4,2,3,80000.0,265,180000.0
1,290,2021.0,0,4,4,1,10000.0,151,1900000.0
0,256,2022.0,0,1,7,1,20000.0,321,2100000.0
0,147,2016.0,0,1,7,3,36314.0,498,1245000.0
1,300,2010.0,0,4,2,1,67000.0,281,300000.0
0,172,2017.0,0,4,2,3,47488.0,51,546000.0
1,66,2016.0,0,4,2,1,56814.0,476,533000.0
0,63,2004.0,0,4,8,1,90000.0,278,160000.0
1,89,2012.0,0,4,2,1,63206.0,229,332000.0
1,163,2018.0,0,4,8,3,61103.0,479,809000.0
1,154,2008.0,0,4,2,1,70000.0,278,200000.0
0,160,2015.0,0,4,2,4,112268.0,293,347000.0
1,179,2006.0,0,4,2,3,70000.0,278,150000.0
1,302,2021.0,0,4,7,1,97346.0,23,1359000.0
1,77,2018.0,0,4,2,3,36977.0,320,543000.0
1,179,2006.0,0,4,2,4,70000.0,278,150000.0
1,90,2013.0,0,1,2,3,60000.0,418,475000.0
0,238,2016.0,0,4,2,3,35000.0,344,350000.0
1,76,2006.0,0,4,2,4,100000.0,278,135000.0
1,184,2005.0,0,4,2,3,90000.0,289,170000.0
0,20,2018.0,0,1,7,1,85700.0,236,2850000.0
0,197,2016.0,0,1,8,1,50000.0,278,2750000.0
1,289,2015.0,0,1,4,3,50000.0,159,1449000.0
1,156,2015.0,0,4,2,1,50000.0,289,300000.0
1,184,2014.0,0,4,2,3,40082.0,295,377000.0
0,180,2017.0,0,1,8,3,112566.0,220,638000.0
0,73,2020.0,0,4,7,1,68000.0,64,1575000.0
0,184,2021.0,0,4,2,1,61978.0,297,674000.0
1,184,2021.0,0,4,2,1,27658.0,297,613000.0
1,107,2019.0,0,4,7,1,26000.0,362,1145000.0
1,90,2015.0,0,4,2,3,43371.0,320,595000.0
1,50,2014.0,0,1,7,3,120000.0,380,450000.0
1,66,2017.0,0,4,2,1,67633.0,476,599000.0
1,157,2016.0,0,4,2,1,76794.0,455,625000.0
1,289,2011.0,0,1,4,1,120000.0,278,750000.0
0,290,2018.0,0,1,4,1,59577.0,9,2165000.0
1,29,2010.0,0,1,8,3,100000.0,177,445000.0
1,279,2004.0,0,4,8,4,100000.0,278,120000.0
1,89,2012.0,0,4,2,3,50000.0,229,320000.0
0,108,2022.0,0,1,7,1,20000.0,73,1350000.0
1,154,2006.0,0,4,2,3,120000.0,278,165000.0
1,46,2018.0,0,4,2,3,50000.0,376,525000.0
1,73,2015.0,0,1,7,1,80000.0,421,888000.0000000001
1,142,2015.0,0,1,7,3,80000.0,492,575000.0
1,180,2017.0,0,1,8,1,94932.0,220,707000.0
1,157,2016.0,0,4,2,1,75140.0,455,593000.0
1,27,2011.0,0,4,2,1,88000.0,368,250000.0
1,90,2016.0,0,4,2,1,73969.0,320,685000.0
1,86,2016.0,0,4,8,1,62598.0,450,699000.0
0,281,2017.0,0,4,8,3,70000.0,163,1200000.0
1,155,2021.0,0,4,2,3,24343.0,251,425000.0
1,300,2014.0,0,1,2,3,110000.0,276,380000.0
1,300,2017.0,0,4,2,3,58917.0,332,574000.0
1,179,2016.0,0,4,2,1,72338.0,287,573000.0
1,259,2003.0,0,1,2,1,50000.0,278,70000.0
1,147,2015.0,0,1,7,4,110000.0,498,685000.0
0,61,2012.0,0,4,2,3,41000.0,365,425000.0
0,89,2009.0,0,4,2,3,70000.0,278,265000.0
1,180,2019.0,0,4,8,1,25887.0,278,600000.0
1,63,2016.0,0,4,8,1,40000.0,469,650000.0
1,179,2015.0,0,1,2,1,50000.0,220,430000.0
1,164,2021.0,0,4,5,1,10000.0,258,530000.0
1,300,2022.0,0,4,2,1,20000.0,24,1075000.0
1,86,2017.0,0,4,8,3,60000.0,450,750000.0
1,90,2017.0,0,4,2,3,64235.0,320,615000.0
1,157,2018.0,0,1,2,1,83873.0,220,746000.0
1,249,2012.0,0,1,8,3,120000.0,400,370000.0
1,86,2016.0,0,4,8,3,93059.0,450,667000.0
1,157,2017.0,0,4,2,1,45681.0,455,634000.0
1,66,2017.0,0,4,2,3,45938.0,476,579000.0
1,157,2018.0,0,4,2,1,40000.0,455,510000.0
1,179,2018.0,0,4,2,3,57423.0,287,634000.0
0,77,2015.0,0,4,2,1,60942.0,320,527000.0
0,73,2018.0,0,4,7,1,70000.0,450,900000.0
1,101,2018.0,0,1,7,3,80000.0,124,1500000.0
0,36,2021.0,0,1,7,1,19875.0,232,3000000.0
0,148,2022.0,0,1,7,1,20000.0,141,2750000.0
1,78,2021.0,0,4,2,3,10000.0,35,650000.0
1,289,2012.0,0,1,4,3,120000.0,278,965000.0
0,303,2022.0,0,4,7,1,20000.0,120,3600000.0
1,86,2013.0,0,1,8,2,120000.0,236,400000.0
1,43,2009.0,0,4,8,1,50000.0,257,300000.0
0,15,2018.0,0,1,8,1,30000.0,409,3400000.0
1,90,2020.0,0,4,2,1,14949.0,20,982000.0
0,157,2017.0,0,4,2,1,77995.0,455,674000.0
1,265,2021.0,0,4,7,1,20000.0,60,810000.0
1,163,2020.0,0,4,8,1,40908.0,301,792000.0
0,77,2016.0,0,4,2,3,39693.0,320,513000.0
1,86,2010.0,0,4,8,1,40000.0,343,360000.0
1,179,2016.0,0,4,2,1,63411.0,287,579000.0
1,179,2018.0,0,4,2,1,30000.0,449,550000.0
1,77,2014.0,0,4,2,3,94221.0,320,383000.0
1,90,2017.0,0,4,2,1,93975.0,320,605000.0
1,146,2019.0,0,4,7,1,30000.0,53,985000.0
1,300,2020.0,0,4,2,3,30155.0,24,935000.0
1,300,2016.0,0,4,2,3,59006.0,332,675000.0
1,187,2004.0,0,4,2,2,100000.0,278,135000.0
0,265,2022.0,0,4,7,1,18570.0,60,1345000.0
1,290,2021.0,0,1,4,1,48246.0,146,2365000.0
0,197,2017.0,0,1,8,1,10000.0,278,3200000.0
1,157,2016.0,0,1,2,1,61263.0,220,734000.0
1,69,2017.0,0,4,7,3,65507.0,476,701000.0
1,236,2014.0,0,1,7,1,100000.0,463,535000.0
1,69,2017.0,0,4,7,1,26158.0,476,789000.0
1,179,2015.0,0,4,2,1,35250.0,287,548000.0
1,136,2012.0,0,1,7,1,65965.0,483,350000.0
1,160,2015.0,0,4,2,3,40304.0,296,477000.0
0,112,2013.0,0,1,7,1,80000.0,358,1525000.0
1,179,2014.0,0,4,2,1,56661.0,287,515000.00000000006
1,90,2016.0,0,4,2,3,90213.0,320,562000.0
1,305,2010.0,0,4,8,4,70000.0,269,345000.0
1,86,2013.0,0,1,8,2,120000.0,236,475000.0
1,225,2021.0,0,4,7,3,10000.0,191,670000.0
0,66,2021.0,0,4,2,1,20739.0,43,950000.0
1,90,2020.0,0,4,2,3,20000.0,320,700000.0
0,144,2021.0,0,4,7,1,10000.0,501,1500000.0
1,29,2009.0,0,1,8,4,60000.0,177,370000.0
0,197,2017.0,0,1,8,1,10000.0,278,3200000.0
1,90,2015.0,0,1,2,1,70000.0,418,550000.0
1,90,2015.0,0,4,2,3,47127.0,320,581000.0
1,179,2017.0,0,4,2,1,47038.0,291,582000.0
1,63,2007.0,0,4,8,4,120000.0,278,185000.0
1,77,2018.0,0,4,2,1,40769.0,320,531000.0
1,77,2017.0,0,4,2,1,34757.0,320,558000.0
0,77,2016.0,0,4,2,3,88119.0,320,508000.0
0,285,2015.0,0,1,7,1,120000.0,205,2060000.0
1,77,2017.0,0,4,2,1,57176.0,320,542000.0
1,179,2015.0,0,4,2,3,62223.0,287,501000.0
1,165,2018.0,0,4,4,1,55000.0,300,875000.0
1,138,2020.0,0,1,7,1,52000.0,498,1370000.0
1,164,2018.0,0,4,5,1,63251.0,258,485000.0
1,89,2010.0,0,4,2,4,20000.0,319,300000.0
1,29,2009.0,0,1,8,4,60000.0,177,350000.0
0,36,2021.0,0,1,7,1,20000.0,232,3250000.0
1,56,2004.0,0,4,8,3,80000.0,278,55000.0
0,77,2018.0,0,4,2,1,40000.0,320,630000.0
0,264,2022.0,0,1,7,1,20000.0,321,2475000.0
1,90,2012.0,0,4,2,1,67444.0,320,417000.0
0,157,2016.0,0,4,2,3,63837.0,455,631000.0
1,149,2012.0,0,1,4,3,61000.0,278,465000.00000000006
1,179,2016.0,0,4,2,1,60777.0,287,544000.0
1,157,2016.0,0,4,2,3,39248.0,455,704000.0
0,17,2014.0,0,1,8,1,66000.0,236,1975000.0
1,61,2015.0,0,4,2,1,96198.0,475,359000.0
0,63,2013.0,0,4,8,3,50000.0,365,520000.0
1,184,2015.0,0,4,2,4,81207.0,295,335000.0
1,179,2021.0,0,4,2,1,48148.0,287,766000.0
1,160,2015.0,0,4,2,1,120000.0,293,350000.0
1,278,2018.0,0,1,8,4,90000.0,348,480000.0
1,144,2017.0,0,1,7,3,60000.0,330,822000.0000000001
1,43,2009.0,0,4,8,2,120000.0,257,190000.0
0,68,2008.0,0,4,8,4,70000.0,231,600000.0
1,146,2022.0,0,1,7,1,30000.0,99,995000.0
1,229,2013.0,0,1,7,3,120000.0,310,575000.0
0,206,2018.0,0,1,7,3,64389.0,236,3795000.000000001
1,155,2014.0,0,4,2,3,60000.0,251,260000.0
1,179,2015.0,0,4,2,1,67245.0,287,539000.0
0,86,2018.0,0,4,8,3,30518.0,450,1006000.0
0,190,2022.0,0,4,8,1,20000.0,323,3900000.0
1,163,2018.0,0,1,8,1,102407.0,216,796000.0
1,90,2015.0,0,4,2,1,53606.0,320,636000.0
1,252,2015.0,0,1,7,1,90000.0,236,1400000.0
1,157,2016.0,0,4,2,3,44253.0,455,615000.0
1,164,2021.0,0,0,5,1,40000.0,258,500000.0
1,273,2021.0,0,4,2,1,34702.0,38,718000.0
1,179,2012.0,0,4,2,1,42762.0,287,436000.00000000006
1,156,2015.0,0,4,2,3,50000.0,289,280000.0
0,243,2022.0,0,4,4,1,30000.0,508,780000.0
0,147,2016.0,0,1,7,3,80000.0,498,900000.0
1,165,2022.0,0,0,4,1,20000.0,307,1300000.0
1,177,2014.0,0,0,8,3,50000.0,454,300000.0
0,98,2019.0,0,4,8,1,28000.0,344,3675000.0
1,180,2020.0,0,4,8,1,40000.0,291,670000.0
1,157,2020.0,0,4,2,1,10000.0,59,900000.0
1,157,2016.0,0,4,2,1,60000.0,455,600000.0
1,33,2008.0,0,4,2,2,110000.0,278,110000.0
1,90,2016.0,0,4,2,1,57459.0,320,605000.0
1,77,2017.0,0,4,2,1,70381.0,320,559000.0
1,300,2012.0,0,1,2,4,90000.0,276,268000.0
1,163,2020.0,0,4,8,1,80648.0,301,780000.0
1,73,2016.0,0,4,7,3,81853.0,450,864000.0
1,82,2009.0,0,4,2,1,40000.0,345,240000.0
1,61,2012.0,0,4,2,1,90802.0,475,341000.0
1,82,2009.0,0,4,2,1,40000.0,345,240000.0
1,81,2021.0,0,4,2,1,16502.0,29,513000.0
1,172,2021.0,0,4,2,1,31530.0,51,661000.0
1,165,2017.0,0,1,4,3,120000.0,207,800000.0
1,179,2015.0,0,1,2,3,80000.0,220,520000.0
0,63,2014.0,0,4,8,1,71086.0,469,600000.0
1,175,2011.0,0,1,2,3,110000.0,278,300000.0
0,51,2020.0,0,1,7,1,50000.0,236,3750000.0
0,92,2021.0,0,4,2,1,18000.0,17,1295000.0
1,63,2014.0,0,4,8,3,60000.0,469,630000.0
1,34,2016.0,0,1,4,4,120000.0,378,475000.0
1,89,2011.0,0,4,2,3,70000.0,229,275000.0
0,66,2016.0,0,4,2,2,25000.0,476,575000.0
1,61,2012.0,0,4,2,1,69210.0,475,338000.0
1,66,2018.0,0,4,2,3,71165.0,476,604000.0
0,24,2022.0,0,4,7,1,10000.0,413,13000000.0
1,180,2010.0,0,1,8,4,86543.0,278,327000.0
0,157,2016.0,0,4,2,1,67225.0,455,621000.0
1,259,2017.0,0,1,2,4,100000.0,199,240000.0
1,77,2018.0,0,4,2,1,16247.0,320,621000.0
1,137,2007.0,0,4,8,3,80000.0,278,140000.0
0,157,2017.0,0,4,2,3,39481.0,455,708000.0
1,160,2018.0,0,4,2,3,61227.0,296,443000.0
1,63,2006.0,0,4,8,2,80000.0,278,180000.0
1,236,2016.0,0,1,7,1,112521.0,463,700000.0
1,122,2020.0,0,1,7,1,20000.0,508,1800000.0
0,63,2021.0,0,4,8,1,20000.0,458,1450000.0
1,296,2016.0,0,4,8,3,60000.0,332,520000.0
1,273,2018.0,0,4,2,3,40000.0,355,470000.0
1,236,2016.0,0,1,7,1,50000.0,465,600000.0
0,7,2016.0,0,1,7,3,100000.0,385,1850000.0
0,150,2017.0,0,2,2,3,20000.0,153,460000.0
1,157,2017.0,0,4,2,3,63359.0,455,649000.0
1,90,2017.0,0,1,2,3,125227.0,418,657000.0
1,300,2012.0,0,1,2,3,100000.0,276,420000.0
1,179,2015.0,0,1,2,3,71884.0,220,629000.0
1,61,2012.0,0,4,2,3,79059.0,475,322000.0
1,157,2016.0,0,4,2,3,80000.0,455,620000.0
1,179,2013.0,0,4,2,1,69124.0,287,435000.0
1,289,2012.0,0,1,4,2,120000.0,278,960000.0
1,175,2010.0,0,4,2,1,73340.0,289,317000.0
1,77,2017.0,0,4,2,3,44268.0,320,574000.0
1,35,2022.0,0,4,2,1,10000.0,54,780000.0
1,66,2018.0,0,4,2,1,60000.0,476,800000.0
1,63,2020.0,0,4,8,1,30000.0,458,925000.0
1,163,2017.0,0,4,8,1,50000.0,478,775000.0
1,263,2011.0,0,4,2,3,80000.0,336,70000.0
1,236,2014.0,0,1,7,3,70000.0,463,500000.0
1,180,2009.0,0,1,8,3,120000.0,278,350000.0
1,289,2012.0,0,1,4,3,120000.0,278,1125000.0
0,59,2020.0,0,4,8,3,20000.0,476,830000.0000000001
0,107,2020.0,0,1,7,1,37354.0,91,1475000.0
1,147,2014.0,0,1,7,3,80426.0,498,834000.0
1,163,2016.0,0,4,8,1,89801.0,478,674000.0
1,77,2019.0,0,4,2,3,69199.0,320,547000.0
1,179,2012.0,0,4,2,4,78249.0,287,413000.0
1,290,2018.0,0,1,4,1,26918.0,111,2325000.0
1,179,2021.0,0,4,2,1,29905.0,287,709000.0
0,290,2018.0,0,1,4,3,37678.0,9,2295000.0
1,66,2017.0,0,4,2,3,60442.0,476,528000.0
1,236,2014.0,0,1,7,1,66463.0,463,691000.0
0,249,2020.0,0,4,8,1,40844.0,24,1145000.0
1,300,2021.0,0,4,2,1,62696.0,24,855000.0000000001
0,179,2021.0,0,4,2,1,30000.0,449,800000.0
1,49,2017.0,0,4,8,1,44000.0,396,550000.0
1,90,2012.0,0,4,2,3,70000.0,278,400000.0
1,259,2012.0,0,1,2,1,120000.0,199,130000.0
1,86,2012.0,0,1,8,2,120000.0,236,375000.0
1,180,2020.0,0,4,8,1,40000.0,291,650000.0
0,101,2021.0,0,4,7,1,10000.0,67,2550000.0
1,108,2021.0,0,1,7,1,80000.0,74,1300000.0
1,157,2016.0,0,4,2,1,79415.0,455,609000.0
0,180,2017.0,0,1,8,1,88411.0,220,678000.0
1,305,2011.0,0,1,8,2,120000.0,203,375000.0
1,179,2012.0,0,1,2,1,106516.0,220,449000.0
1,179,2015.0,0,1,2,3,88509.0,220,552000.0
1,147,2015.0,0,1,7,1,120000.0,498,925000.0
1,56,2004.0,0,4,8,3,80000.0,278,56000.0
1,179,2013.0,0,4,2,1,44437.0,287,426000.0
1,90,2015.0,0,1,2,3,83731.0,418,607000.0
1,56,2004.0,0,4,8,3,80000.0,278,56000.0
1,130,2018.0,0,1,7,1,77000.0,489,844999.9999999999
0,122,2020.0,0,4,7,3,23000.0,78,1650000.0
1,54,2012.0,0,1,2,4,110000.0,245,240000.0
0,184,2022.0,0,4,2,1,30000.0,297,680000.0
1,289,2006.0,0,1,4,3,120000.0,278,500000.0
1,262,2011.0,0,4,8,3,60000.0,176,250000.0
1,157,2018.0,0,4,2,1,80000.0,455,720000.0
1,263,2011.0,0,4,2,2,110000.0,336,60000.0
0,251,2010.0,0,4,8,0,70000.0,278,357000.0
1,163,2018.0,0,4,8,1,45621.0,479,798000.0
1,235,2018.0,0,1,7,3,38199.0,313,858000.0
1,90,2016.0,0,4,2,1,91660.0,320,608000.0
1,63,2015.0,0,4,8,3,51947.0,469,698000.0
1,257,2018.0,0,1,4,3,80000.0,142,1250000.0
1,178,2016.0,0,1,7,3,76836.0,218,751000.0
0,61,2015.0,0,4,2,3,27000.0,475,535000.0
0,86,2017.0,0,4,8,1,33222.0,450,1035000.0
1,89,2013.0,0,4,2,1,47333.0,265,328000.0
0,78,2021.0,0,4,2,1,20000.0,35,725000.0
1,86,2017.0,0,4,8,1,46000.0,451,740000.0
1,289,2012.0,0,1,4,1,68000.0,159,875000.0
1,227,2015.0,0,4,2,3,40000.0,269,480000.0
1,52,2010.0,0,4,8,1,80000.0,278,190000.0
1,89,2010.0,0,4,2,2,90000.0,265,210000.0
1,179,2014.0,0,1,2,1,80000.0,220,480000.0
1,86,2012.0,0,1,8,3,150000.0,445,380000.0
1,265,2022.0,0,4,7,1,20000.0,60,1280000.0
0,50,2016.0,0,4,7,1,43791.0,396,770000.0
0,179,2018.0,0,4,2,1,87660.0,287,599000.0
0,147,2016.0,0,1,7,0,90000.0,498,800000.0
1,82,2011.0,0,4,2,4,71938.0,345,232000.0
1,86,2013.0,0,4,8,3,104938.0,450,525000.0
1,63,2020.0,0,4,8,1,30000.0,473,950000.0
1,249,2017.0,0,4,8,3,124707.0,344,635000.0
1,300,2012.0,0,1,2,3,70000.0,276,400000.0
1,73,2017.0,0,4,7,1,88556.0,450,966000.0
1,50,2017.0,0,1,7,1,48743.0,380,781000.0
0,21,2016.0,0,1,7,3,100000.0,505,2800000.0
1,251,2012.0,0,4,8,3,100000.0,344,385000.0
1,147,2012.0,0,1,7,2,120000.0,498,600000.0
1,142,2016.0,0,1,7,3,70000.0,492,600000.0
1,251,2012.0,0,4,8,3,90000.0,344,365000.0
1,127,2019.0,0,1,6,1,70000.0,480,749000.0
1,45,2014.0,0,1,2,1,120000.0,333,350000.0
0,71,2022.0,0,4,7,1,20000.0,121,2350000.0
1,90,2020.0,0,4,2,1,20000.0,320,700000.0
1,74,2012.0,0,4,2,3,50000.0,344,230000.0
1,69,2018.0,0,4,7,1,51338.0,476,875000.0
1,73,2017.0,0,4,7,1,97334.0,450,925000.0
1,90,2020.0,0,4,2,1,20000.0,320,700000.0
1,73,2016.0,0,4,7,3,53031.0,450,930000.0
1,73,2016.0,0,4,7,3,51580.0,450,898000.0
0,198,2017.0,0,1,8,3,57000.0,267,2395000.0
1,176,2020.0,0,4,2,1,23920.0,296,449000.0
0,73,2018.0,0,1,7,1,65000.0,421,1485000.0
1,61,2012.0,0,4,2,3,66434.0,475,335000.0
1,69,2017.0,0,4,7,1,54097.0,476,825000.0
0,287,2021.0,0,4,2,1,27655.0,344,935000.0
0,15,2018.0,0,1,8,1,14955.0,409,3825000.0
0,71,2022.0,0,4,7,1,10000.0,121,2350000.0
0,301,2020.0,0,4,7,1,50000.0,76,2500000.0
1,107,2022.0,0,4,7,1,10000.0,362,1540000.0
0,73,2019.0,0,1,7,3,70000.0,421,1290000.0
1,75,2007.0,0,1,8,4,150000.0,278,50000.0
1,108,2021.0,0,4,7,3,10000.0,369,1025000.0
1,63,2016.0,0,1,8,4,110000.0,468,600000.0
1,164,2020.0,0,4,5,1,30000.0,258,435000.0
1,69,2017.0,0,4,7,3,14338.0,476,808000.0
